iteration,k_offload,potential,system_total_cost_normalized,vram_load_fraction,changed
492,71,230.89654880691745,249.19106803394166,0.91125,0
493,71,230.89654880691745,249.19106803394166,0.91125,0
494,71,230.89654880691745,249.19106803394166,0.91125,0
495,71,230.89654880691745,249.19106803394166,0.91125,0
496,71,230.89654880691745,249.19106803394166,0.91125,0
497,71,230.89654880691745,249.19106803394166,0.91125,0
498,71,230.89654880691745,249.19106803394166,0.91125,0
499,71,230.89654880691745,249.19106803394166,0.91125,0
500,71,230.89654880691745,249.19106803394166,0.91125,0
501,71,230.89654880691745,249.19106803394166,0.91125,0
502,71,230.89654880691745,249.19106803394166,0.91125,0
503,71,230.89654880691745,249.19106803394166,0.91125,0
504,71,230.89654880691745,249.19106803394166,0.91125,0
505,71,230.89654880691745,249.19106803394166,0.91125,0
506,71,230.89654880691745,249.19106803394166,0.91125,0
507,71,230.89654880691745,249.19106803394166,0.91125,0
508,71,230.89654880691745,249.19106803394166,0.91125,0
509,71,230.89654880691745,249.19106803394166,0.91125,0
510,71,230.89654880691745,249.19106803394166,0.91125,0
511,71,230.89654880691745,249.19106803394166,0.91125,0
512,71,230.89654880691745,249.19106803394166,0.91125,0
513,71,230.89654880691745,249.19106803394166,0.91125,0
514,71,230.89654880691745,249.19106803394166,0.91125,0
515,71,230.89654880691745,249.19106803394166,0.91125,0
516,71,230.89654880691745,249.19106803394166,0.91125,0
517,71,230.89654880691745,249.19106803394166,0.91125,0
518,71,230.89654880691745,249.19106803394166,0.91125,0
519,71,230.89654880691745,249.19106803394166,0.91125,0
520,71,230.89654880691745,249.19106803394166,0.91125,0
521,71,230.89654880691745,249.19106803394166,0.91125,0
522,71,230.89654880691745,249.19106803394166,0.91125,0
523,71,230.89654880691745,249.19106803394166,0.91125,0
524,71,230.89654880691745,249.19106803394166,0.91125,0
525,71,230.89654880691745,249.19106803394166,0.91125,0
526,71,230.89654880691745,249.19106803394166,0.91125,0
527,71,230.89654880691745,249.19106803394166,0.91125,0
528,71,230.89654880691745,249.19106803394166,0.91125,0
529,71,230.89654880691745,249.19106803394166,0.91125,0
530,71,230.89654880691745,249.19106803394166,0.91125,0
531,71,230.89654880691745,249.19106803394166,0.91125,0
532,71,230.89654880691745,249.19106803394166,0.91125,0
533,71,230.89654880691745,249.19106803394166,0.91125,0
534,71,230.89654880691745,249.19106803394166,0.91125,0
535,71,230.89654880691745,249.19106803394166,0.91125,0
536,71,230.89654880691745,249.19106803394166,0.91125,0
537,71,230.89654880691745,249.19106803394166,0.91125,0
538,71,230.89654880691745,249.19106803394166,0.91125,0
539,71,230.89654880691745,249.19106803394166,0.91125,0
540,71,230.89654880691745,249.19106803394166,0.91125,0
541,71,230.89654880691745,249.19106803394166,0.91125,0
542,71,230.89654880691745,249.19106803394166,0.91125,0
543,71,230.89654880691745,249.19106803394166,0.91125,0
