iteration,k_offload,potential,system_total_cost,changed
642,74,166.21384285846761,208.22123621345256,0
643,74,166.21384285846761,208.22123621345256,0
644,74,166.21384285846761,208.22123621345256,0
645,74,166.21384285846761,208.22123621345256,0
646,74,166.21384285846761,208.22123621345256,0
647,74,166.21384285846761,208.22123621345256,0
648,74,166.21384285846761,208.22123621345256,0
649,74,166.21384285846761,208.22123621345256,0
650,74,166.21384285846761,208.22123621345256,0
651,74,166.21384285846761,208.22123621345256,0
652,74,166.21384285846761,208.22123621345256,0
653,74,166.21384285846761,208.22123621345256,0
654,74,166.21384285846761,208.22123621345256,0
655,74,166.21384285846761,208.22123621345256,0
656,74,166.21384285846761,208.22123621345256,0
657,74,166.21384285846761,208.22123621345256,0
658,74,166.21384285846761,208.22123621345256,0
659,74,166.21384285846761,208.22123621345256,0
660,74,166.21384285846761,208.22123621345256,0
661,74,166.21384285846761,208.22123621345256,0
662,74,166.21384285846761,208.22123621345256,0
663,74,166.21384285846761,208.22123621345256,0
664,74,166.21384285846761,208.22123621345256,0
665,74,166.21384285846761,208.22123621345256,0
666,74,166.21384285846761,208.22123621345256,0
667,74,166.21384285846761,208.22123621345256,0
668,74,166.21384285846761,208.22123621345256,0
669,74,166.21384285846761,208.22123621345256,0
670,74,166.21384285846761,208.22123621345256,0
671,74,166.21384285846761,208.22123621345256,0
672,74,166.21384285846761,208.22123621345256,0
673,74,166.21384285846761,208.22123621345256,0
674,74,166.21384285846761,208.22123621345256,0
675,74,166.21384285846761,208.22123621345256,0
676,74,166.21384285846761,208.22123621345256,0
677,74,166.21384285846761,208.22123621345256,0
678,74,166.21384285846761,208.22123621345256,0
679,74,166.21384285846761,208.22123621345256,0
680,74,166.21384285846761,208.22123621345256,0
681,74,166.21384285846761,208.22123621345256,0
682,74,166.21384285846761,208.22123621345256,0
683,74,166.21384285846761,208.22123621345256,0
684,74,166.21384285846761,208.22123621345256,0
685,74,166.21384285846761,208.22123621345256,0
686,74,166.21384285846761,208.22123621345256,0
687,74,166.21384285846761,208.22123621345256,0
688,74,166.21384285846761,208.22123621345256,0
689,74,166.21384285846761,208.22123621345256,0
690,74,166.21384285846761,208.22123621345256,0
691,74,166.21384285846761,208.22123621345256,0
692,74,166.21384285846761,208.22123621345256,0
693,74,166.21384285846761,208.22123621345256,0
694,74,166.21384285846761,208.22123621345256,0
695,74,166.21384285846761,208.22123621345256,0
696,74,166.21384285846761,208.22123621345256,0
697,74,166.21384285846761,208.22123621345256,1
698,73,166.19804687360113,203.6228205774654,0
699,73,166.19804687360113,203.6228205774654,0
700,73,166.19804687360113,203.6228205774654,0
701,73,166.19804687360113,203.6228205774654,0
702,73,166.19804687360113,203.6228205774654,0
703,73,166.19804687360113,203.6228205774654,0
704,73,166.19804687360113,203.6228205774654,0
705,73,166.19804687360113,203.6228205774654,0
706,73,166.19804687360113,203.6228205774654,0
707,73,166.19804687360113,203.6228205774654,0
708,73,166.19804687360113,203.6228205774654,0
709,73,166.19804687360113,203.6228205774654,0
710,73,166.19804687360113,203.6228205774654,0
711,73,166.19804687360113,203.6228205774654,0
712,73,166.19804687360113,203.6228205774654,0
713,73,166.19804687360113,203.6228205774654,0
714,73,166.19804687360113,203.6228205774654,0
715,73,166.19804687360113,203.6228205774654,0
716,73,166.19804687360113,203.6228205774654,0
717,73,166.19804687360113,203.6228205774654,0
718,73,166.19804687360113,203.6228205774654,0
719,73,166.19804687360113,203.6228205774654,0
720,73,166.19804687360113,203.6228205774654,0
721,73,166.19804687360113,203.6228205774654,0
722,73,166.19804687360113,203.6228205774654,0
723,73,166.19804687360113,203.6228205774654,0
724,73,166.19804687360113,203.6228205774654,0
725,73,166.19804687360113,203.6228205774654,0
726,73,166.19804687360113,203.6228205774654,0
727,73,166.19804687360113,203.6228205774654,0
728,73,166.19804687360113,203.6228205774654,0
729,73,166.19804687360113,203.6228205774654,0
730,73,166.19804687360113,203.6228205774654,0
731,73,166.19804687360113,203.6228205774654,0
732,73,166.19804687360113,203.6228205774654,0
733,73,166.19804687360113,203.6228205774654,0
734,73,166.19804687360113,203.6228205774654,0
735,73,166.19804687360113,203.6228205774654,1
736,74,166.17095396957873,208.17834732456367,0
737,74,166.17095396957873,208.17834732456367,0
738,74,166.17095396957873,208.17834732456367,0
739,74,166.17095396957873,208.17834732456367,0
740,74,166.17095396957873,208.17834732456367,0
741,74,166.17095396957873,208.17834732456367,0
742,74,166.17095396957873,208.17834732456367,0
743,74,166.17095396957873,208.17834732456367,0
744,74,166.17095396957873,208.17834732456367,0
745,74,166.17095396957873,208.17834732456367,0
746,74,166.17095396957873,208.17834732456367,0
747,74,166.17095396957873,208.17834732456367,0
748,74,166.17095396957873,208.17834732456367,0
749,74,166.17095396957873,208.17834732456367,0
750,74,166.17095396957873,208.17834732456367,0
751,74,166.17095396957873,208.17834732456367,0
752,74,166.17095396957873,208.17834732456367,0
753,74,166.17095396957873,208.17834732456367,0
754,74,166.17095396957873,208.17834732456367,0
755,74,166.17095396957873,208.17834732456367,0
756,74,166.17095396957873,208.17834732456367,0
757,74,166.17095396957873,208.17834732456367,0
758,74,166.17095396957873,208.17834732456367,0
759,74,166.17095396957873,208.17834732456367,0
760,74,166.17095396957873,208.17834732456367,0
761,74,166.17095396957873,208.17834732456367,0
762,74,166.17095396957873,208.17834732456367,0
763,74,166.17095396957873,208.17834732456367,0
764,74,166.17095396957873,208.17834732456367,0
765,74,166.17095396957873,208.17834732456367,0
766,74,166.17095396957873,208.17834732456367,0
767,74,166.17095396957873,208.17834732456367,0
768,74,166.17095396957873,208.17834732456367,0
769,74,166.17095396957873,208.17834732456367,0
770,74,166.17095396957873,208.17834732456367,0
771,74,166.17095396957873,208.17834732456367,0
772,74,166.17095396957873,208.17834732456367,0
773,74,166.17095396957873,208.17834732456367,0
774,74,166.17095396957873,208.17834732456367,0
775,74,166.17095396957873,208.17834732456367,0
776,74,166.17095396957873,208.17834732456367,0
777,74,166.17095396957873,208.17834732456367,0
778,74,166.17095396957873,208.17834732456367,0
779,74,166.17095396957873,208.17834732456367,0
780,74,166.17095396957873,208.17834732456367,0
781,74,166.17095396957873,208.17834732456367,0
782,74,166.17095396957873,208.17834732456367,0
783,74,166.17095396957873,208.17834732456367,0
784,74,166.17095396957873,208.17834732456367,0
785,74,166.17095396957873,208.17834732456367,0
786,74,166.17095396957873,208.17834732456367,0
787,74,166.17095396957873,208.17834732456367,0
788,74,166.17095396957873,208.17834732456367,0
789,74,166.17095396957873,208.17834732456367,0
790,74,166.17095396957873,208.17834732456367,0
791,74,166.17095396957873,208.17834732456367,0
792,74,166.17095396957873,208.17834732456367,0
793,74,166.17095396957873,208.17834732456367,0
794,74,166.17095396957873,208.17834732456367,0
795,74,166.17095396957873,208.17834732456367,0
796,74,166.17095396957873,208.17834732456367,0
797,74,166.17095396957873,208.17834732456367,0
798,74,166.17095396957873,208.17834732456367,0
799,74,166.17095396957873,208.17834732456367,0
800,74,166.17095396957873,208.17834732456367,0
801,74,166.17095396957873,208.17834732456367,0
802,74,166.17095396957873,208.17834732456367,0
803,74,166.17095396957873,208.17834732456367,0
804,74,166.17095396957873,208.17834732456367,0
805,74,166.17095396957873,208.17834732456367,0
806,74,166.17095396957873,208.17834732456367,0
807,74,166.17095396957873,208.17834732456367,0
808,74,166.17095396957873,208.17834732456367,0
809,74,166.17095396957873,208.17834732456367,0
810,74,166.17095396957873,208.17834732456367,0
811,74,166.17095396957873,208.17834732456367,0
812,74,166.17095396957873,208.17834732456367,0
813,74,166.17095396957873,208.17834732456367,0
814,74,166.17095396957873,208.17834732456367,0
815,74,166.17095396957873,208.17834732456367,0
816,74,166.17095396957873,208.17834732456367,0
817,74,166.17095396957873,208.17834732456367,0
818,74,166.17095396957873,208.17834732456367,0
819,74,166.17095396957873,208.17834732456367,0
820,74,166.17095396957873,208.17834732456367,0
821,74,166.17095396957873,208.17834732456367,0
822,74,166.17095396957873,208.17834732456367,0
823,74,166.17095396957873,208.17834732456367,0
824,74,166.17095396957873,208.17834732456367,0
825,74,166.17095396957873,208.17834732456367,0
826,74,166.17095396957873,208.17834732456367,0
827,74,166.17095396957873,208.17834732456367,0
828,74,166.17095396957873,208.17834732456367,0
829,74,166.17095396957873,208.17834732456367,0
830,74,166.17095396957873,208.17834732456367,0
831,74,166.17095396957873,208.17834732456367,0
832,74,166.17095396957873,208.17834732456367,0
833,74,166.17095396957873,208.17834732456367,0
834,74,166.17095396957873,208.17834732456367,0
835,74,166.17095396957873,208.17834732456367,0
836,74,166.17095396957873,208.17834732456367,0
